date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:09:07	139177/139177	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:27%20GMT	https://akademi.dexignlab.com/xhtml/teacher.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/teacher.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:07	1074678/1074678	---M--	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2011:40:27%20GMT	https://akademi.dexignlab.com/xhtml/css/style.css	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/css/style.css	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:08	81911/81911	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:34:53%20GMT	https://akademi.dexignlab.com/xhtml/add-teacher.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/add-teacher.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:08	184550/184550	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:11%20GMT	https://akademi.dexignlab.com/xhtml/food.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/food.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:08	137472/137472	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:10%20GMT	https://akademi.dexignlab.com/xhtml/food-details.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/food-details.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:09	123167/123167	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:08%20GMT	https://akademi.dexignlab.com/xhtml/file-manager.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/file-manager.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:09	83404/83404	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:34:52%20GMT	https://akademi.dexignlab.com/xhtml/activity.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/activity.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:09	107415/107415	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:42%20GMT	https://akademi.dexignlab.com/xhtml/user.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/user.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:10	97663/97663	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:34:55%20GMT	https://akademi.dexignlab.com/xhtml/celandar.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/celandar.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:10	89693/89693	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:22%20GMT	https://akademi.dexignlab.com/xhtml/post-details.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/post-details.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:10	80785/80785	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:05%20GMT	https://akademi.dexignlab.com/xhtml/edit-profile.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/edit-profile.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:10	96605/96605	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:07%20GMT	https://akademi.dexignlab.com/xhtml/email-read.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/email-read.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:10	80375/80375	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:06%20GMT	https://akademi.dexignlab.com/xhtml/email-compose.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/email-compose.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:11	82131/82131	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:34:53%20GMT	https://akademi.dexignlab.com/xhtml/app-calender.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/app-calender.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:11	93707/93707	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:03%20GMT	https://akademi.dexignlab.com/xhtml/ecom-product-grid.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ecom-product-grid.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:11	94385/94385	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:04%20GMT	https://akademi.dexignlab.com/xhtml/ecom-product-list.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ecom-product-list.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:11	85666/85666	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:03%20GMT	https://akademi.dexignlab.com/xhtml/ecom-product-detail.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ecom-product-detail.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:12	118925/118925	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:04%20GMT	https://akademi.dexignlab.com/xhtml/ecom-product-order.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ecom-product-order.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:12	84078/84078	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:02%20GMT	https://akademi.dexignlab.com/xhtml/ecom-invoice.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ecom-invoice.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:12	91943/91943	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:00%20GMT	https://akademi.dexignlab.com/xhtml/ecom-checkout.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ecom-checkout.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:12	130491/130491	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:01%20GMT	https://akademi.dexignlab.com/xhtml/ecom-customers.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ecom-customers.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:12	81884/81884	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:34:57%20GMT	https://akademi.dexignlab.com/xhtml/chart-flot.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/chart-flot.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:13	80042/80042	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:34:57%20GMT	https://akademi.dexignlab.com/xhtml/chart-morris.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/chart-morris.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:13	84432/84432	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:34:56%20GMT	https://akademi.dexignlab.com/xhtml/chart-chartjs.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/chart-chartjs.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:13	81657/81657	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:34:59%20GMT	https://akademi.dexignlab.com/xhtml/chart-sparkline.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/chart-sparkline.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:13	89819/89819	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:34:56%20GMT	https://akademi.dexignlab.com/xhtml/chart-chartist.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/chart-chartist.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:14	89704/89704	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:34:59%20GMT	https://akademi.dexignlab.com/xhtml/chart-peity.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/chart-peity.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:14	166013/166013	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:31%20GMT	https://akademi.dexignlab.com/xhtml/ui-accordion.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ui-accordion.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:14	273387/273387	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:32%20GMT	https://akademi.dexignlab.com/xhtml/ui-alert.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ui-alert.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:15	114517/114517	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:32%20GMT	https://akademi.dexignlab.com/xhtml/ui-badge.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ui-badge.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:15	96738/96738	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:38%20GMT	https://akademi.dexignlab.com/xhtml/ui-modal.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ui-modal.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:16	148136/148136	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:34%20GMT	https://akademi.dexignlab.com/xhtml/ui-button.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ui-button.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:16	97487/97487	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:34%20GMT	https://akademi.dexignlab.com/xhtml/ui-button-group.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ui-button-group.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:16	111595/111595	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:38%20GMT	https://akademi.dexignlab.com/xhtml/ui-list-group.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ui-list-group.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:16	100853/100853	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:35%20GMT	https://akademi.dexignlab.com/xhtml/ui-carousel.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ui-carousel.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:16	116152/116152	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:35%20GMT	https://akademi.dexignlab.com/xhtml/ui-card.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ui-card.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:16	79713/79713	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:39%20GMT	https://akademi.dexignlab.com/xhtml/ui-popover.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ui-popover.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:16	138064/138064	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:36%20GMT	https://akademi.dexignlab.com/xhtml/ui-dropdown.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ui-dropdown.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:17	126356/126356	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:40%20GMT	https://akademi.dexignlab.com/xhtml/ui-tab.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ui-tab.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:17	114670/114670	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:40%20GMT	https://akademi.dexignlab.com/xhtml/ui-progressbar.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ui-progressbar.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:17	90848/90848	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:42%20GMT	https://akademi.dexignlab.com/xhtml/ui-typography.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ui-typography.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:18	107463/107463	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:39%20GMT	https://akademi.dexignlab.com/xhtml/ui-pagination.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ui-pagination.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:18	85033/85033	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:36%20GMT	https://akademi.dexignlab.com/xhtml/ui-grid.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/ui-grid.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:18	83816/83816	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:28%20GMT	https://akademi.dexignlab.com/xhtml/uc-nestable.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/uc-nestable.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:18	114987/114987	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:29%20GMT	https://akademi.dexignlab.com/xhtml/uc-select2.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/uc-select2.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:18	84369/84369	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:29%20GMT	https://akademi.dexignlab.com/xhtml/uc-sweetalert.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/uc-sweetalert.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:19	106386/106386	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:28%20GMT	https://akademi.dexignlab.com/xhtml/uc-noui-slider.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/uc-noui-slider.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:19	78198/78198	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:31%20GMT	https://akademi.dexignlab.com/xhtml/uc-toastr.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/uc-toastr.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:19	77278/77278	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:17%20GMT	https://akademi.dexignlab.com/xhtml/map-jqvmap.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/map-jqvmap.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:19	85316/85316	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:27%20GMT	https://akademi.dexignlab.com/xhtml/uc-lightgallery.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/uc-lightgallery.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:19	115931/115931	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:43%20GMT	https://akademi.dexignlab.com/xhtml/widget-chart.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/widget-chart.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:20	122961/122961	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:43%20GMT	https://akademi.dexignlab.com/xhtml/widget-card.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/widget-card.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:20	130491/130491	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:44%20GMT	https://akademi.dexignlab.com/xhtml/widget-list.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/widget-list.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:20	90477/90477	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:14%20GMT	https://akademi.dexignlab.com/xhtml/form-wizard.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/form-wizard.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:20	134434/134434	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:12%20GMT	https://akademi.dexignlab.com/xhtml/form-element.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/form-element.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:20	76358/76358	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:11%20GMT	https://akademi.dexignlab.com/xhtml/form-ckeditor.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/form-ckeditor.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:21	87371/87371	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:12%20GMT	https://akademi.dexignlab.com/xhtml/form-pickers.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/form-pickers.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:21	91836/91836	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:14%20GMT	https://akademi.dexignlab.com/xhtml/form-validation.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/form-validation.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
02:09:21	171726/171726	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:24%20GMT	https://akademi.dexignlab.com/xhtml/table-bootstrap-basic.html	D:/template/dashboard/dashboaord%20template/akademi.dexignlab.com/xhtml/table-bootstrap-basic.html	(from https://akademi.dexignlab.com/xhtml/index-2.html)
