student_id,time_spent_minutes,completion_rate,quiz_scores,videos_watched,num_logins,forum_reads,converted
42,5.3,0.115,49.6,1,7,0.0,0
43,6.5,0.187,46.3,1,5,0.0,0
44,44.5,0.527,72.3,5,14,0.0,1
45,48.6,0.647,69.0,6,13,0.0,1
46,0.8,0.053,23.7,0,1,0.0,0
47,21.4,0.079,48.1,0,7,0.0,0
48,29.2,0.281,100.0,2,14,0.0,1
49,9.7,0.126,41.3,1,1,0.0,0
50,11.8,0.069,34.5,0,9,0.0,0
51,1.6,0.192,51.5,1,5,0.0,0
52,8.1,0.23399999999999999,86.5,2,11,0.0,0
53,2.7,0.11800000000000001,41.4,1,2,0.0,0
54,7.4,0.441,64.4,3,5,0.0,0
55,6.3,0.198,80.3,1,6,0.0,0
56,8.8,0.073,65.9,0,9,0.0,0
57,5.1,0.048,51.1,0,1,0.0,0
58,50.0,0.185,49.5,1,9,0.0,1
59,10.1,0.039,37.8,0,5,0.0,0
60,15.4,0.24100000000000002,51.3,2,14,0.0,0
61,0.8,0.004,10.4,0,1,0.0,0
62,11.2,0.254,98.6,2,9,0.0,1
63,3.0,0.021,34.9,0,4,0.0,0
64,19.0,0.461,68.3,4,10,0.0,1
65,28.0,0.155,37.0,1,11,0.0,0
66,30.4,0.2,63.2,1,4,0.0,1
67,16.4,0.27,52.6,2,11,0.0,0
68,23.8,0.349,67.0,3,9,0.0,1
69,15.6,0.086,35.2,0,10,0.0,0
70,50.0,0.605,83.5,6,15,0.0,1
71,19.1,0.28,60.3,2,7,0.0,0
72,32.5,0.248,56.8,2,15,0.0,1
73,26.7,0.095,74.7,1,10,0.0,1
74,4.9,0.062,46.5,0,5,0.0,0
75,10.6,0.382,43.6,4,12,0.0,0
76,9.7,0.267,55.6,3,9,0.0,0
77,47.7,0.521,81.5,5,16,0.0,1
78,14.2,0.251,71.6,2,10,0.0,0
79,3.7,0.07,42.3,0,3,0.0,0
80,4.6,0.109,34.3,1,5,0.0,0
81,11.2,0.20600000000000002,82.4,1,13,0.0,0
82,19.2,0.355,70.1,3,13,0.0,1
83,13.3,0.076,51.0,0,10,0.0,0
84,44.8,0.37200000000000005,87.2,3,9,0.0,1
85,5.9,0.221,75.8,2,4,0.0,0
86,10.0,0.076,68.3,0,13,0.0,0
87,36.9,0.11599999999999999,38.9,1,7,0.0,1
88,50.0,0.38799999999999996,81.3,3,13,0.0,1
89,10.0,0.099,62.4,1,10,0.0,0
90,23.0,0.10400000000000001,77.4,0,8,0.0,1
91,8.3,0.07200000000000001,65.1,0,5,0.0,0
92,3.3,0.024,30.7,0,3,0.0,0
93,6.8,0.052000000000000005,42.7,0,2,0.0,0
94,1.4,0.011000000000000001,47.3,0,4,0.0,0
95,21.2,0.316,76.5,3,9,0.0,1
96,17.5,0.26899999999999996,86.8,2,16,0.0,1
97,30.4,0.331,82.9,3,14,0.0,1
98,20.0,0.187,61.1,2,9,0.0,0
99,4.4,0.027000000000000003,56.8,0,1,0.0,0
100,39.4,0.337,50.6,3,11,0.0,1
101,6.3,0.019,46.4,0,1,0.0,0
102,7.8,0.039,26.6,0,8,0.0,0
103,5.6,0.155,35.6,1,5,0.0,0
104,25.2,0.41,76.4,3,9,0.0,1
105,5.6,0.17800000000000002,45.8,1,8,0.0,0
106,2.0,0.012,52.2,0,5,0.0,0
107,9.3,0.303,64.1,3,11,0.0,0
108,15.2,0.221,45.7,2,7,0.0,0
109,36.0,0.43,84.7,3,6,0.0,1
110,12.6,0.17800000000000002,69.7,1,12,0.0,0
111,3.3,0.109,42.7,1,9,0.0,0
112,17.8,0.318,45.8,2,7,0.0,0
113,10.5,0.226,62.6,2,12,0.0,0
114,36.0,0.586,70.3,6,15,0.0,1
115,3.4,0.03,57.7,0,2,0.0,0
116,31.1,0.391,64.1,4,13,0.0,1
117,8.4,0.027999999999999997,53.7,0,1,0.0,0
118,1.1,0.013999999999999999,42.1,0,1,0.0,0
119,4.9,0.08,58.0,0,5,0.0,0
120,50.0,0.522,77.2,5,15,0.0,1
121,29.7,0.568,70.1,6,11,0.0,1
122,14.2,0.08900000000000001,50.8,0,8,0.0,0
123,5.7,0.192,24.4,2,6,0.0,0
124,3.1,0.061,39.7,0,11,0.0,0
125,50.0,0.622,82.4,7,14,0.0,1
126,40.2,0.27699999999999997,60.2,2,9,0.0,1
127,6.8,0.141,60.3,1,9,0.0,0
128,35.0,0.10300000000000001,56.2,1,8,0.0,1
129,5.4,0.201,46.5,1,4,0.0,0
130,50.0,0.529,67.4,5,13,0.0,1
131,15.2,0.134,69.3,1,7,0.0,0
132,23.1,0.17300000000000001,68.4,1,8,0.0,1
133,10.3,0.377,44.0,4,4,0.0,0
134,35.8,0.391,75.6,4,6,0.0,1
135,5.8,0.044000000000000004,22.8,0,1,0.0,0
136,5.2,0.177,89.8,1,9,0.0,0
137,8.5,0.13,52.9,1,3,0.0,0
138,3.7,0.142,35.6,1,6,0.0,0
139,50.0,0.446,66.4,4,14,0.0,1
140,30.7,0.428,53.9,3,10,0.0,1
141,3.9,0.096,57.6,1,5,0.0,0
142,8.9,0.14800000000000002,46.4,1,6,0.0,0
143,4.8,0.114,38.7,1,14,0.0,0
144,50.0,0.26,61.5,2,8,0.0,1
145,5.3,0.182,62.1,1,7,0.0,0
146,20.8,0.377,47.6,3,5,0.0,1
147,3.6,0.069,53.6,0,7,0.0,0
148,5.7,0.155,53.3,1,9,0.0,0
149,15.5,0.209,84.0,2,7,0.0,1
150,17.9,0.326,60.5,2,6,0.0,1
151,7.3,0.063,50.3,0,6,0.0,0
152,6.3,0.096,65.9,0,9,0.0,0
153,21.7,0.317,61.3,2,11,0.0,1
154,6.8,0.237,60.3,2,8,0.0,0
155,50.0,0.511,76.8,4,11,0.0,1
156,10.6,0.36200000000000004,58.2,3,5,0.0,0
157,16.8,0.07,24.2,0,12,0.0,0
158,7.7,0.29600000000000004,76.9,2,8,0.0,0
159,3.5,0.034,65.6,0,8,0.0,0
160,2.6,0.174,50.8,1,10,0.0,0
161,12.1,0.299,47.6,3,9,0.0,0
162,19.8,0.087,82.3,0,5,0.0,0
163,21.8,0.161,55.5,1,4,0.0,0
164,12.0,0.218,51.7,1,7,0.0,0
165,10.2,0.21899999999999997,65.2,2,9,0.0,0
166,50.0,0.305,58.6,3,11,0.0,1
167,2.9,0.08900000000000001,47.9,0,8,0.0,0
168,14.5,0.429,63.9,4,12,0.0,1
169,3.8,0.23199999999999998,26.5,1,8,0.0,0
170,6.8,0.017,39.6,0,5,0.0,0
171,10.4,0.24,61.7,2,2,0.0,0
172,11.7,0.11900000000000001,65.6,1,4,0.0,0
173,50.0,0.659,80.4,7,11,0.0,1
174,50.0,0.147,93.6,1,11,0.0,1
175,7.7,0.18100000000000002,59.4,2,7,0.0,0
176,9.4,0.151,39.9,1,10,0.0,0
177,6.1,0.11900000000000001,51.1,1,3,0.0,0
178,15.9,0.121,23.3,1,9,0.0,0
179,50.0,0.701,86.2,7,12,0.0,1
180,16.5,0.331,61.6,3,7,0.0,1
181,10.2,0.304,52.9,3,12,0.0,0
182,10.1,0.303,67.5,3,8,0.0,0
183,26.2,0.48700000000000004,70.1,4,7,0.0,1
184,8.1,0.151,45.7,1,7,0.0,0
185,6.7,0.109,71.1,1,2,0.0,0
186,17.3,0.131,54.3,1,9,0.0,0
187,50.0,0.59,98.6,6,13,0.0,1
188,25.2,0.40700000000000003,74.8,4,11,0.0,1
189,13.9,0.106,30.6,1,5,0.0,0
190,11.6,0.36700000000000005,72.5,4,6,0.0,1
191,3.8,0.02,61.8,0,8,0.0,0
192,4.9,0.065,27.6,0,7,0.0,0
193,11.9,0.16699999999999998,28.7,1,7,0.0,0
194,37.0,0.518,66.4,4,13,0.0,1
195,36.0,0.385,87.3,4,10,0.0,1
196,22.8,0.585,92.1,6,13,0.0,1
197,2.4,0.096,58.0,0,6,0.0,0
198,7.8,0.21,59.3,2,8,0.0,0
199,23.2,0.37200000000000005,73.4,3,4,0.0,1
200,50.0,0.6579999999999999,100.0,6,11,0.0,1
201,12.9,0.278,39.9,3,12,0.0,0
202,14.7,0.109,54.0,1,4,0.0,0
203,5.5,0.040999999999999995,53.7,0,9,0.0,0
204,24.7,0.624,71.7,5,14,0.0,1
205,5.5,0.168,35.6,1,5,0.0,0
206,50.0,0.302,88.0,3,16,0.0,1
207,14.1,0.218,59.6,2,8,0.0,0
208,20.2,0.19,55.5,1,9,0.0,0
209,11.7,0.353,55.2,4,9,0.0,0
210,18.1,0.31,55.8,3,4,0.0,0
211,8.8,0.384,76.5,3,8,0.0,1
212,27.5,0.149,47.3,1,6,0.0,0
213,10.9,0.237,46.1,2,4,0.0,0
214,28.4,0.31,74.0,3,13,0.0,1
215,6.6,0.035,52.0,0,10,0.0,0
216,29.6,0.526,72.4,5,7,0.0,1
217,6.4,0.14800000000000002,57.7,1,7,0.0,0
218,7.6,0.099,42.9,0,11,0.0,0
219,11.2,0.21100000000000002,71.9,1,6,0.0,0
220,11.6,0.135,67.1,1,12,0.0,0
221,13.1,0.47200000000000003,62.2,4,12,0.0,1
222,12.4,0.307,49.5,3,10,0.0,0
223,8.3,0.32899999999999996,100.0,2,7,0.0,1
224,5.4,0.188,57.2,1,3,0.0,0
225,1.6,0.017,56.3,0,3,0.0,0
226,12.4,0.198,59.1,2,7,0.0,0
227,15.3,0.21600000000000003,47.6,1,5,0.0,0
228,24.6,0.28600000000000003,80.4,2,8,0.0,1
229,30.6,0.14,47.5,1,9,0.0,1
230,17.4,0.41700000000000004,71.0,4,11,0.0,1
231,11.8,0.183,68.2,2,2,0.0,0
232,4.3,0.065,66.9,0,3,0.0,0
233,7.6,0.127,36.2,1,8,0.0,0
234,10.2,0.34299999999999997,88.2,3,8,0.0,1
235,5.7,0.034,51.0,0,4,0.0,0
236,28.2,0.2,66.5,1,9,0.0,1
237,37.2,0.42,78.1,4,12,0.0,1
238,9.9,0.345,66.5,4,8,0.0,0
239,19.3,0.24600000000000002,93.7,2,13,0.0,1
240,17.6,0.188,45.0,2,6,0.0,0
241,26.2,0.096,38.3,0,17,0.0,0
242,14.2,0.151,50.6,1,8,0.0,0
243,5.2,0.087,65.7,0,6,0.0,0
244,27.8,0.17300000000000001,53.2,1,12,0.0,1
245,8.6,0.2,65.0,2,12,0.0,0
246,3.7,0.10400000000000001,57.8,0,3,0.0,0
247,20.3,0.319,75.6,3,7,0.0,1
248,13.9,0.47200000000000003,72.8,4,16,0.0,1
249,46.3,0.516,77.3,5,12,0.0,1
250,10.3,0.066,47.2,0,6,0.0,0
251,10.2,0.113,63.4,1,9,0.0,0
252,30.1,0.19399999999999998,63.9,1,7,0.0,1
253,6.5,0.226,57.4,2,9,0.0,0
254,34.8,0.308,85.9,2,8,0.0,1
255,2.3,0.033,10.5,0,2,0.0,0
256,19.9,0.371,16.7,3,9,0.0,0
257,4.5,0.267,78.7,3,8,0.0,0
258,8.4,0.106,63.5,1,6,0.0,0
259,22.5,0.28600000000000003,73.2,3,6,0.0,1
260,33.1,0.106,4.4,1,15,0.0,0
261,24.4,0.379,94.0,3,8,0.0,1
262,12.3,0.12,46.1,1,7,0.0,0
263,49.0,0.38299999999999995,70.7,3,15,0.0,1
264,28.6,0.16899999999999998,30.7,1,7,0.0,0
265,16.2,0.547,95.7,4,12,0.0,1
266,17.8,0.371,42.4,3,6,0.0,0
267,11.1,0.213,39.4,2,9,0.0,0
268,26.8,0.268,76.4,2,11,0.0,1
269,5.3,0.13699999999999998,46.4,1,6,0.0,0
270,10.2,0.156,52.8,1,6,0.0,0
271,6.5,0.175,76.3,1,6,0.0,0
272,6.9,0.149,45.0,1,10,0.0,0
273,32.3,0.33399999999999996,54.1,3,6,0.0,1
274,2.6,0.109,41.9,0,5,0.0,0
275,4.2,0.158,73.3,1,6,0.0,0
276,13.9,0.322,62.3,2,10,0.0,0
277,3.8,0.318,68.9,3,4,0.0,0
278,21.3,0.214,55.5,2,8,0.0,0
279,11.4,0.268,57.4,2,5,0.0,0
280,15.1,0.09699999999999999,83.1,0,10,0.0,0
281,10.8,0.051,37.5,0,7,0.0,0
282,13.0,0.081,26.7,0,5,0.0,0
283,9.7,0.22,88.4,2,9,0.0,0
284,7.6,0.127,61.8,1,10,0.0,0
285,21.1,0.204,25.8,2,9,0.0,0
286,43.2,0.706,81.4,6,13,0.0,1
287,4.8,0.188,59.9,1,5,0.0,0
288,3.3,0.057,46.8,0,6,0.0,0
289,15.8,0.311,66.5,2,6,0.0,0
290,2.5,0.011000000000000001,46.8,0,1,0.0,0
291,11.0,0.402,77.2,3,10,0.0,1
292,6.6,0.11,69.9,1,12,0.0,0
293,8.6,0.084,27.1,0,5,0.0,0
294,38.9,0.245,73.6,2,8,0.0,1
295,37.8,0.191,73.1,1,9,0.0,1
296,4.0,0.209,61.7,2,4,0.0,0
297,37.7,0.373,64.1,3,12,0.0,1
298,23.7,0.2,72.2,2,6,0.0,1
299,21.9,0.23199999999999998,68.4,2,8,0.0,1
300,19.5,0.25,59.9,2,7,0.0,0
301,6.3,0.22,81.3,2,6,0.0,0
302,23.1,0.39899999999999997,72.6,3,5,0.0,1
303,10.2,0.26899999999999996,91.3,3,9,0.0,1
304,9.0,0.128,59.8,1,7,0.0,0
305,23.9,0.26,49.7,2,13,0.0,1
306,29.1,0.586,100.0,4,11,0.0,1
307,4.7,0.095,36.5,0,3,0.0,0
308,39.8,0.147,43.1,1,12,0.0,1
309,15.3,0.428,64.6,4,5,0.0,1
310,24.7,0.21899999999999997,67.3,2,5,0.0,1
311,2.6,0.017,42.8,0,6,0.0,0
312,9.7,0.114,50.1,1,5,0.0,0
313,19.1,0.121,42.5,1,9,0.0,0
314,5.3,0.054000000000000006,26.8,0,8,0.0,0
315,12.2,0.326,63.2,3,7,0.0,0
316,50.0,0.638,100.0,7,15,0.0,1
317,5.6,0.10300000000000001,37.6,1,5,0.0,0
318,13.6,0.102,50.1,1,5,0.0,0
319,44.0,0.157,46.8,1,7,0.0,1
320,17.0,0.2,64.2,1,11,0.0,0
321,23.7,0.22399999999999998,65.5,2,13,0.0,1
322,30.5,0.159,68.1,1,7,0.0,1
323,11.2,0.083,28.8,0,8,0.0,0
324,7.1,0.312,60.5,2,4,0.0,0
325,4.3,0.175,70.7,1,7,0.0,0
326,5.9,0.004,46.5,0,4,0.0,0
327,8.2,0.035,58.7,0,11,0.0,0
328,5.2,0.084,54.1,0,5,0.0,0
329,9.9,0.152,47.9,1,9,0.0,0
330,31.7,0.271,36.4,2,7,0.0,1
331,8.7,0.28,79.0,2,9,0.0,0
332,10.4,0.248,53.4,2,6,0.0,0
333,14.8,0.153,67.0,1,7,0.0,0
334,3.4,0.122,55.3,1,7,0.0,0
335,7.6,0.29,41.2,2,8,0.0,0
336,34.0,0.679,100.0,6,8,0.0,1
337,16.2,0.293,48.1,3,8,0.0,0
338,19.4,0.299,37.8,3,14,0.0,0
339,25.2,0.523,67.1,5,14,0.0,1
340,4.7,0.055999999999999994,60.0,0,9,0.0,0
341,9.2,0.184,84.2,1,12,0.0,0
342,37.6,0.49200000000000005,92.9,5,13,0.0,1
343,50.0,0.578,70.3,6,13,0.0,1
344,8.4,0.028999999999999998,75.5,0,9,0.0,0
345,40.4,0.135,77.1,1,6,0.0,1
346,22.7,0.254,65.0,2,9,0.0,1
347,15.9,0.066,67.6,0,7,0.0,0
348,8.5,0.175,55.9,1,4,0.0,0
349,3.4,0.08,55.9,0,5,0.0,0
350,7.9,0.128,59.6,1,8,0.0,0
351,10.6,0.29100000000000004,62.0,2,9,0.0,0
352,4.4,0.07400000000000001,54.2,0,5,0.0,0
353,3.1,0.317,65.7,2,7,0.0,0
354,3.9,0.159,60.6,1,6,0.0,0
355,42.1,0.122,66.7,1,10,0.0,1
356,24.8,0.57,85.5,4,14,0.0,1
357,50.0,0.614,100.0,6,14,0.0,1
358,11.8,0.217,67.6,2,11,0.0,0
359,16.5,0.183,74.6,1,9,0.0,0
360,21.3,0.5329999999999999,72.5,5,5,0.0,1
361,9.2,0.106,78.2,0,6,0.0,0
362,3.9,0.061,40.3,0,6,0.0,0
363,28.9,0.496,61.7,4,9,0.0,1
364,1.7,0.053,45.3,0,3,0.0,0
365,16.1,0.046,51.2,0,5,0.0,0
366,3.1,0.057999999999999996,51.4,0,3,0.0,0
367,1.2,0.038,65.2,0,4,0.0,0
368,40.7,0.297,88.0,2,14,0.0,1
369,17.9,0.209,54.1,2,6,0.0,0
370,11.1,0.364,72.7,3,6,0.0,1
371,12.5,0.272,50.3,2,13,0.0,0
372,17.9,0.242,63.7,2,5,0.0,0
373,14.0,0.561,85.9,4,9,0.0,1
374,22.7,0.299,74.1,3,6,0.0,1
375,7.1,0.14300000000000002,78.2,1,8,0.0,0
376,2.0,0.027999999999999997,48.1,0,3,0.0,0
377,9.6,0.126,53.9,1,9,0.0,0
378,30.2,0.248,82.0,2,14,0.0,1
379,9.7,0.182,95.9,1,7,0.0,0
380,32.6,0.391,71.3,3,9,0.0,1
381,2.9,0.023,22.3,0,5,0.0,0
382,8.5,0.028999999999999998,21.4,0,1,0.0,0
383,6.5,0.033,40.3,0,7,0.0,0
384,39.6,0.226,60.1,2,12,0.0,1
385,14.2,0.253,66.3,3,10,0.0,0
386,17.4,0.424,58.9,3,9,0.0,1
387,7.9,0.14,57.0,1,7,0.0,0
388,40.2,0.384,62.2,3,13,0.0,1
389,3.2,0.19,50.9,1,3,0.0,0
390,6.6,0.07,63.9,0,9,0.0,0
391,10.1,0.013999999999999999,34.4,0,4,0.0,0
392,17.0,0.324,71.6,3,5,0.0,1
393,49.8,0.242,70.9,2,10,0.0,1
394,5.0,0.121,51.9,1,9,0.0,0
395,10.4,0.054000000000000006,49.2,0,7,0.0,0
396,21.8,0.376,96.2,3,10,0.0,1
397,8.5,0.025,57.9,0,8,0.0,0
398,6.5,0.14300000000000002,55.9,1,1,0.0,0
399,6.6,0.064,52.1,0,4,0.0,0
400,7.8,0.185,68.4,1,7,0.0,0
401,25.6,0.302,70.7,3,4,0.0,1
402,6.4,0.044000000000000004,52.9,0,8,0.0,0
403,3.5,0.226,76.0,1,8,0.0,0
404,1.7,0.062,49.0,0,5,0.0,0
405,8.3,0.018000000000000002,61.6,0,9,0.0,0
406,36.1,0.335,57.0,2,11,0.0,1
407,7.6,0.16899999999999998,65.2,1,8,0.0,0
408,11.1,0.083,41.6,0,5,0.0,0
409,16.6,0.062,46.5,0,9,0.0,0
410,7.9,0.207,50.6,2,8,0.0,0
411,2.3,0.023,26.8,0,3,0.0,0
412,1.4,0.042,66.3,0,5,0.0,0
413,6.7,0.198,62.2,2,7,0.0,0
414,10.3,0.32299999999999995,52.9,2,6,0.0,0
415,7.0,0.152,58.6,1,5,0.0,0
416,13.9,0.20600000000000002,67.5,2,9,0.0,0
417,11.1,0.40700000000000003,65.0,4,7,0.0,1
418,50.0,0.332,79.9,2,14,0.0,1
419,11.7,0.311,65.5,2,9,0.0,0
420,19.4,0.505,71.1,5,12,0.0,1
421,5.0,0.032,32.7,0,6,0.0,0
422,9.0,0.092,63.3,0,4,0.0,0
423,20.8,0.113,75.9,1,5,0.0,0
424,36.6,0.406,84.4,3,10,0.0,1
425,6.1,0.015,22.9,0,7,0.0,0
426,8.1,0.34600000000000003,82.9,3,11,0.0,1
427,6.4,0.17800000000000002,46.5,1,7,0.0,0
428,18.4,0.22399999999999998,90.5,2,18,0.0,1
429,17.7,0.242,58.0,2,8,0.0,0
430,3.3,0.18600000000000003,65.8,2,8,0.0,0
431,8.9,0.165,85.5,1,8,0.0,0
432,15.3,0.261,64.8,2,8,0.0,0
433,4.1,0.1,40.7,1,7,0.0,0
434,4.7,0.02,40.1,0,5,0.0,0
435,5.0,0.29,71.4,3,4,0.0,0
436,1.6,0.031,28.9,0,4,0.0,0
437,13.7,0.247,33.8,2,10,0.0,0
438,6.6,0.075,57.0,0,10,0.0,0
439,7.3,0.154,45.7,1,6,0.0,0
440,18.5,0.3,67.7,3,11,0.0,1
441,14.7,0.133,66.7,1,10,0.0,0
442,2.9,0.431,84.6,3,8,0.0,0
443,12.7,0.273,63.8,2,4,0.0,0
444,19.2,0.34700000000000003,59.2,3,11,0.0,1
445,5.7,0.076,44.9,0,4,0.0,0
446,26.7,0.285,81.3,2,10,0.0,1
447,18.3,0.162,57.4,1,7,0.0,0
448,9.5,0.152,60.0,1,7,0.0,0
449,30.4,0.242,74.7,2,11,0.0,1
450,50.0,0.37200000000000005,32.9,3,6,0.0,1
451,3.4,0.12,51.8,1,8,0.0,0
452,7.1,0.10800000000000001,48.1,1,6,0.0,0
453,4.1,0.079,60.1,0,7,0.0,0
454,17.2,0.21600000000000003,46.7,1,7,0.0,0
455,41.3,0.127,59.1,1,10,0.0,1
456,2.4,0.083,41.0,0,8,0.0,0
457,13.8,0.085,60.2,0,2,0.0,0
458,23.5,0.09,83.3,0,6,0.0,1
459,50.0,0.536,94.2,5,13,0.0,1
460,7.8,0.151,49.7,1,6,0.0,0
461,32.1,0.377,77.3,3,10,0.0,1
462,48.3,0.644,62.8,6,13,0.0,1
463,5.5,0.044000000000000004,68.4,0,7,0.0,0
464,21.3,0.27399999999999997,64.7,3,14,0.0,1
465,16.5,0.40399999999999997,70.6,4,8,0.0,1
466,6.5,0.273,50.2,3,8,0.0,0
467,14.1,0.064,28.0,0,6,0.0,0
468,29.6,0.28300000000000003,75.7,2,7,0.0,1
469,6.2,0.27,60.8,2,8,0.0,0
470,9.7,0.135,52.4,1,9,0.0,0
471,13.0,0.115,70.8,1,9,0.0,0
472,9.9,0.244,56.7,2,8,0.0,0
473,28.0,0.172,57.4,1,4,0.0,1
474,50.0,0.569,81.1,5,17,0.0,1
475,23.7,0.292,57.7,3,9,0.0,1
476,13.6,0.26899999999999996,67.5,2,14,0.0,0
477,22.6,0.31,47.6,3,8,0.0,1
478,6.9,0.365,57.0,4,9,0.0,0
479,8.3,0.087,67.8,0,9,0.0,0
480,23.9,0.266,64.5,2,10,0.0,1
481,15.4,0.45299999999999996,76.9,5,11,0.0,1
482,26.9,0.322,72.4,3,7,0.0,1
483,41.8,0.68,61.3,7,12,0.0,1
484,4.9,0.09699999999999999,58.9,0,9,0.0,0
485,4.0,0.12300000000000001,24.1,1,1,0.0,0
486,50.0,0.597,93.0,5,12,0.0,1
487,37.7,0.379,82.3,4,9,0.0,1
488,8.6,0.129,56.6,1,7,0.0,0
489,13.3,0.475,83.8,3,8,0.0,1
490,31.3,0.387,58.2,3,8,0.0,1
491,12.4,0.209,92.2,2,10,0.0,1
492,2.3,0.095,66.2,0,4,0.0,0
493,50.0,0.408,100.0,4,14,0.0,1
494,6.9,0.083,48.2,0,6,0.0,0
495,1.6,0.02,28.0,0,2,0.0,0
496,50.0,0.177,87.3,1,17,0.0,1
497,8.4,0.043,53.2,0,5,0.0,0
498,3.2,0.035,39.7,0,1,0.0,0
499,50.0,0.627,97.9,6,13,0.0,1
500,50.0,0.79,100.0,8,13,0.0,1
501,15.4,0.159,50.6,1,13,0.0,0
502,4.0,0.32299999999999995,64.3,3,5,0.0,0
503,37.0,0.171,44.1,2,11,0.0,1
504,34.0,0.40700000000000003,58.9,4,8,0.0,1
505,15.4,0.25,91.2,2,10,0.0,1
506,21.5,0.183,71.4,2,11,0.0,1
507,12.6,0.102,42.0,0,8,0.0,0
508,21.7,0.205,60.8,2,7,0.0,0
509,7.3,0.265,91.6,2,1,0.0,0
510,11.6,0.063,70.0,0,6,0.0,0
511,22.3,0.268,50.2,2,11,0.0,1
512,7.5,0.023,47.6,0,10,0.0,0
513,1.1,0.052000000000000005,51.8,0,5,0.0,0
514,35.5,0.504,81.4,4,9,0.0,1
515,50.0,0.447,72.9,4,12,0.0,1
516,5.7,0.24100000000000002,81.0,2,6,0.0,0
517,10.5,0.22699999999999998,48.6,1,8,0.0,0
518,31.1,0.379,51.6,3,4,0.0,1
519,12.9,0.127,72.8,1,10,0.0,0
520,15.8,0.259,99.5,2,9,0.0,1
521,50.0,0.313,61.0,3,8,0.0,1
522,2.4,0.209,30.7,1,12,0.0,0
523,5.1,0.078,29.1,0,7,0.0,0
524,11.4,0.085,38.0,0,2,0.0,0
525,9.9,0.07400000000000001,49.2,0,9,0.0,0
526,3.6,0.038,24.7,0,9,0.0,0
527,9.4,0.243,51.6,2,6,0.0,0
528,21.1,0.39,43.9,4,4,0.0,1
529,5.5,0.218,52.4,1,6,0.0,0
530,6.2,0.12300000000000001,63.1,1,8,0.0,0
531,37.2,0.33899999999999997,76.3,3,8,0.0,1
532,5.4,0.046,37.0,0,8,0.0,0
533,50.0,0.584,84.9,6,15,0.0,1
534,17.7,0.474,79.8,5,8,0.0,1
535,10.5,0.299,53.5,3,9,0.0,0
536,15.3,0.39,70.4,3,11,0.0,1
537,21.3,0.10099999999999999,64.6,0,9,0.0,0
538,43.9,0.28300000000000003,61.3,2,10,0.0,1
539,20.4,0.527,73.0,5,8,0.0,1
540,50.0,0.5489999999999999,74.0,5,10,0.0,1
541,0.8,0.003,48.6,0,1,0.0,0
542,50.0,0.6609999999999999,70.6,6,11,0.0,1
543,6.4,0.21,59.6,1,6,0.0,0
544,12.1,0.37200000000000005,65.9,4,13,0.0,1
545,3.9,0.027000000000000003,49.6,0,3,0.0,0
546,20.2,0.069,54.3,0,10,0.0,0
547,7.4,0.124,65.0,1,7,0.0,0
548,6.5,0.12,81.3,1,9,0.0,0
549,46.4,0.156,67.3,1,8,0.0,1
550,11.0,0.262,54.2,2,7,0.0,0
551,3.4,0.121,56.8,1,9,0.0,0
552,19.5,0.46,75.1,4,10,0.0,1
553,50.0,0.51,58.3,4,14,0.0,1
