month,month_index,baseline_income,baseline_expenses,baseline_profit,baseline_margin,baseline_salary,baseline_marketing,baseline_infrastructure,baseline_tools,baseline_content,baseline_support,baseline_risk_gap,baseline_operational_pressure,baseline_marketing_share,global_market_signal,top_opportunity_score,weighted_market_roi,weighted_salary_boost,pricing_revenue_uplift_pct,recommendation_margin_uplift_pts,watch_growth_pct,marketing_budget_change_pct,dynamic_pricing_rollout_pct,new_pack_launches,cost_control_pct,salary_optimization_pct,market_demand_shock_pct,support_automation_pct,focus_top_market_pct,target_income,target_expenses,target_profit,target_margin,target_risk_level
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,20.0,57.0,0,9.0,5.0,7.0,6.0,7.0,59069.16,24408.54,34660.63,58.68,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,11.0,3.0,1,5.0,8.0,-6.0,3.0,5.0,45200.18,22371.36,22828.83,50.51,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,19.0,5.0,4,3.0,8.0,-3.0,4.0,8.0,53592.93,25222.83,28370.1,52.94,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,25.0,67.0,2,5.0,3.0,13.0,3.0,2.0,64293.7,24897.26,39396.44,61.28,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,17.0,72.0,3,6.0,6.0,-8.0,9.0,6.0,53733.71,24964.81,28768.91,53.54,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,7.0,45.0,0,4.0,2.0,-3.0,7.0,8.0,46031.64,22209.54,23822.11,51.75,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,2.0,11.0,1,12.0,3.0,16.0,5.0,9.0,52741.24,25073.17,27668.07,52.46,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,-1.0,78.0,1,9.0,7.0,1.0,8.0,3.0,46448.07,22530.96,23917.11,51.49,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,-6.0,46.0,3,2.0,6.0,-3.0,8.0,7.0,43506.23,22525.73,20980.49,48.22,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,-10.0,76.0,2,9.0,5.0,1.0,3.0,8.0,45783.38,23309.56,22473.82,49.09,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,12.0,8.0,3,5.0,7.0,-11.0,1.0,6.0,47049.78,24911.72,22138.07,47.05,HIGH
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,14.0,10.0,0,7.0,7.0,-7.0,3.0,12.0,47191.59,22018.53,25173.06,53.34,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,12.0,59.0,1,0.0,1.0,17.0,4.0,6.0,60255.12,25753.47,34501.64,57.26,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,-1.0,49.0,3,6.0,3.0,17.0,1.0,7.0,53008.93,25288.92,27720.01,52.29,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,24.0,33.0,2,6.0,7.0,1.0,3.0,0.0,57914.7,24519.42,33395.28,57.66,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,9.0,14.0,1,7.0,2.0,-9.0,7.0,8.0,44974.49,25608.49,19365.99,43.06,HIGH
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,23.0,77.0,1,1.0,5.0,16.0,10.0,2.0,63917.29,23703.05,40214.24,62.92,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,9.0,37.0,1,10.0,4.0,13.0,10.0,4.0,56526.73,24027.67,32499.05,57.49,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,12.0,52.0,4,3.0,8.0,17.0,1.0,2.0,60913.37,24053.93,36859.44,60.51,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,24.0,100.0,0,11.0,0.0,11.0,9.0,11.0,64640.57,24712.7,39927.87,61.77,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,6.0,31.0,0,10.0,3.0,8.0,4.0,4.0,51135.89,24859.01,26276.88,51.39,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,3.0,26.0,0,12.0,8.0,-5.0,0.0,1.0,44157.06,22421.88,21735.18,49.22,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,16.0,18.0,1,7.0,6.0,15.0,0.0,2.0,57254.31,24834.65,32419.67,56.62,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,1.0,98.0,2,6.0,3.0,-8.0,10.0,0.0,46628.98,23886.7,22742.28,48.77,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,-10.0,68.0,4,1.0,2.0,3.0,10.0,9.0,45939.42,23899.12,22040.3,47.98,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,21.0,81.0,0,9.0,0.0,10.0,9.0,1.0,60149.1,23860.15,36288.96,60.33,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,-6.0,49.0,2,8.0,2.0,17.0,5.0,3.0,51056.71,24000.24,27056.46,52.99,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,11.0,56.0,0,8.0,7.0,-9.0,7.0,1.0,46404.28,25110.29,21293.99,45.89,HIGH
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,-5.0,60.0,0,12.0,6.0,12.0,4.0,6.0,48596.79,23037.97,25558.82,52.59,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,13.0,11.0,1,10.0,2.0,12.0,5.0,3.0,55283.13,23200.49,32082.64,58.03,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,23.0,87.0,3,7.0,2.0,0.0,1.0,4.0,61229.37,25476.99,35752.38,58.39,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,24.0,87.0,1,5.0,4.0,-5.0,2.0,3.0,55343.82,26285.99,29057.82,52.5,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,24.0,10.0,4,0.0,4.0,6.0,3.0,1.0,61452.95,24888.06,36564.89,59.5,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,23.0,14.0,4,11.0,5.0,-7.0,1.0,3.0,53521.3,23989.06,29532.25,55.18,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,9.0,2.0,3,0.0,1.0,-7.0,9.0,0.0,46405.75,25896.83,20508.92,44.19,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,18.0,39.0,4,4.0,8.0,3.0,8.0,11.0,57734.99,25282.63,32452.37,56.21,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,7.0,18.0,4,3.0,2.0,-5.0,7.0,7.0,48756.77,24497.8,24258.97,49.76,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,-10.0,37.0,4,6.0,8.0,-9.0,1.0,10.0,40316.95,24638.03,15678.91,38.89,MEDIUM
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,14.0,10.0,4,10.0,7.0,15.0,2.0,12.0,60144.64,25545.41,34599.23,57.53,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,12.0,64.0,3,10.0,6.0,-8.0,9.0,6.0,50754.43,25627.73,25126.7,49.51,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,20.0,46.0,3,5.0,6.0,7.0,2.0,3.0,59171.38,23313.8,35857.58,60.6,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,-5.0,42.0,3,3.0,3.0,-1.0,5.0,4.0,44423.01,24305.23,20117.78,45.29,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,-4.0,69.0,1,3.0,7.0,17.0,7.0,11.0,55388.99,24558.8,30830.19,55.66,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,6.0,54.0,4,11.0,4.0,8.0,2.0,10.0,55430.9,25282.8,30148.1,54.39,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,-8.0,29.0,0,9.0,0.0,-6.0,6.0,9.0,38655.97,24256.61,14399.37,37.25,MEDIUM
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,12.0,9.0,3,9.0,5.0,-10.0,5.0,12.0,47660.37,23452.99,24207.38,50.79,HIGH
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,-4.0,80.0,2,7.0,4.0,12.0,10.0,10.0,51740.24,23912.94,27827.3,53.78,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,15.0,59.0,0,1.0,4.0,7.0,1.0,2.0,56547.82,24618.03,31929.79,56.47,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,7.0,47.0,3,6.0,6.0,11.0,10.0,10.0,58262.49,22410.09,35852.4,61.54,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,-5.0,94.0,4,1.0,7.0,-9.0,7.0,1.0,44119.85,25087.3,19032.55,43.14,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,23.0,78.0,1,8.0,6.0,-2.0,8.0,11.0,58319.96,24211.31,34108.65,58.49,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,18.0,36.0,2,4.0,2.0,-8.0,10.0,1.0,51410.48,23495.51,27914.97,54.3,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,16.0,38.0,0,9.0,1.0,5.0,10.0,12.0,55606.68,24665.44,30941.24,55.64,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,-5.0,38.0,3,12.0,0.0,10.0,9.0,12.0,51074.77,26882.94,24191.83,47.37,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,21.0,64.0,0,1.0,4.0,6.0,0.0,8.0,58773.14,25653.14,33120.01,56.35,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,16.0,83.0,2,3.0,8.0,2.0,3.0,5.0,57285.78,24740.82,32544.96,56.81,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,16.0,78.0,2,1.0,3.0,18.0,0.0,11.0,63911.67,25996.39,37915.29,59.32,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,-9.0,10.0,3,12.0,0.0,8.0,1.0,8.0,46605.14,24921.19,21683.94,46.53,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,21.0,2.0,1,3.0,4.0,-8.0,9.0,10.0,51122.72,23771.8,27350.92,53.5,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,0.0,66.0,4,0.0,0.0,-12.0,1.0,0.0,41645.8,24276.71,17369.09,41.71,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,24.0,24.0,1,11.0,2.0,-11.0,7.0,10.0,51120.55,24549.55,26571.0,51.98,HIGH
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,20.0,70.0,4,10.0,4.0,-11.0,5.0,2.0,54653.1,25389.67,29263.43,53.54,HIGH
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,-7.0,85.0,2,2.0,7.0,10.0,0.0,2.0,49107.34,24623.31,24484.03,49.86,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,8.0,99.0,3,7.0,4.0,-11.0,0.0,8.0,49473.62,24801.82,24671.8,49.87,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,6.0,71.0,2,2.0,3.0,-10.0,8.0,2.0,45033.12,23578.06,21455.06,47.64,LOW
2026-07,1,42751.85,23846.76,18905.09,44.22,12626.77,3457.94,2658.99,1171.86,2837.3,1093.89,0.0,0.6943484146273959,0.14500670111998445,0.9240318585227404,0.858391,87.62080536912751,23395.973154362415,16.0036,3.45,195.65,9.0,79.0,1,8.0,7.0,5.0,4.0,1.0,54706.51,23141.01,31565.49,57.7,LOW
