user_id,pack_id,title,category_id,category_name,level,primary_skill,sale_price,original_price,discount_pct,duration_hours,market_demand_score,market_avg_roi,market_course_count,trend_total_views,trend_total_engagement,preferred_category_id,preferred_level,preferred_duration_hours,user_budget,activity_score,loyalty_score,prior_pack_purchases,prior_category_purchases,level_gap,duration_gap,price_gap,price_fit_score,category_match,level_match,viewed_count,clicked_count,wishlist_count,add_to_cart_count,heuristic_purchase_probability,purchased,predicted_purchase_probability
1,16,iOS App Development with Swift,5,Mobile Development,INTERMEDIATE,react,219.99,299.99,26.6676,100,0.308318,83.6462,26,0,0,1,INTERMEDIATE,103,292.72,0.604275,0.485348,2,1,0,3,0.0,0.751537,0,1,7,1,0,0,0.224136,1,0.611276
1,17,React Native Cross-Platform Development,5,Mobile Development,INTERMEDIATE,react,179.99,249.99,28.0011,70,0.308318,83.6462,26,0,0,1,INTERMEDIATE,103,292.72,0.604275,0.485348,2,2,0,33,0.0,0.614888,0,1,5,2,0,0,0.222463,0,0.588643
1,18,Business Strategy & Planning Fundamentals,6,Business,BEGINNER,general,129.99,199.99,35.0018,40,0.346841,62.5,4,1100000,11000,1,INTERMEDIATE,103,292.72,0.604275,0.485348,2,0,1,63,0.0,0.444076,0,0,6,2,0,1,0.124964,0,0.38119
1,19,Project Management Professional (PMP) Prep,6,Business,INTERMEDIATE,general,179.99,249.99,28.0011,65,0.346841,62.5,4,1100000,11000,1,INTERMEDIATE,103,292.72,0.604275,0.485348,2,1,0,38,0.0,0.614888,0,1,6,2,0,0,0.204344,0,0.54896
1,20,MBA Essentials - Business Leadership Track,6,Business,ADVANCED,general,349.99,499.99,30.0006,120,0.346841,62.5,4,1100000,11000,1,INTERMEDIATE,103,292.72,0.604275,0.485348,2,1,1,17,57.27,0.804352,0,0,1,0,0,0,0.064693,0,0.187604
1,21,Digital Marketing Complete Guide,7,Marketing,BEGINNER,general,169.99,249.99,32.0013,50,0.346841,62.5,4,1100000,11000,1,INTERMEDIATE,103,292.72,0.604275,0.485348,2,0,1,53,0.0,0.580726,0,0,7,3,0,0,0.085886,0,0.262125
1,22,Advanced SEO & Growth Marketing,7,Marketing,INTERMEDIATE,general,199.99,279.99,28.5724,60,0.346841,62.5,4,1100000,11000,1,INTERMEDIATE,103,292.72,0.604275,0.485348,2,1,0,43,0.0,0.683213,0,1,4,2,0,1,0.358687,0,0.650456
1,23,Social Media Marketing Mastery,7,Marketing,BEGINNER,general,119.99,179.99,33.3352,40,0.346841,62.5,4,1100000,11000,1,INTERMEDIATE,103,292.72,0.604275,0.485348,2,0,1,63,0.0,0.409914,0,0,1,0,0,1,0.087692,0,0.242725
1,24,UI/UX Design with Figma,8,Design,BEGINNER,general,169.99,249.99,32.0013,75,0.346841,62.5,4,1100000,11000,1,INTERMEDIATE,103,292.72,0.604275,0.485348,2,0,1,28,0.0,0.580726,0,0,1,1,0,0,0.073445,0,0.275212
1,25,Advanced Product Design & Design Systems,8,Design,ADVANCED,general,239.99,329.99,27.2736,90,0.346841,62.5,4,1100000,11000,1,INTERMEDIATE,103,292.72,0.604275,0.485348,2,1,1,13,0.0,0.819862,0,0,12,3,1,1,0.284831,1,0.589882
1,26,DevOps Engineering Bootcamp,9,DevOps,INTERMEDIATE,aws,229.99,319.99,28.1259,95,0.308928,100.0,7,0,0,1,INTERMEDIATE,103,292.72,0.604275,0.485348,2,2,0,8,0.0,0.7857,0,1,10,4,1,1,0.581812,1,0.86645
1,27,Certified Kubernetes Administrator (CKA) Prep,9,DevOps,ADVANCED,aws,219.99,299.99,26.6676,70,0.308928,100.0,7,0,0,1,INTERMEDIATE,103,292.72,0.604275,0.485348,2,1,1,33,0.0,0.751537,0,0,4,1,0,0,0.081593,0,0.262364
1,28,Site Reliability Engineering (SRE) Mastery,9,DevOps,ADVANCED,aws,259.99,349.99,25.715,80,0.308928,100.0,7,0,0,1,INTERMEDIATE,103,292.72,0.604275,0.485348,2,0,1,23,0.0,0.888187,0,0,4,2,0,0,0.099526,0,0.314934
2,1,Frontend Web Development Bootcamp,1,Web Development,BEGINNER,react,99.99,149.99,33.3356,65,0.308318,83.6462,26,0,0,7,ADVANCED,80,211.69,0.486976,0.234258,4,2,2,15,0.0,0.472342,0,0,3,1,0,1,0.149634,0,0.460329
2,2,Full-Stack JavaScript Mastery,1,Web Development,INTERMEDIATE,react,199.99,299.99,33.3344,120,0.308318,83.6462,26,0,0,7,ADVANCED,80,211.69,0.486976,0.234258,4,1,1,40,0.0,0.944731,0,0,8,2,0,1,0.257716,0,0.559863
2,3,Python & Django Backend Development,1,Web Development,INTERMEDIATE,python,179.99,249.99,28.0011,90,0.930743,92.5306,49,169122000,1691220,7,ADVANCED,80,211.69,0.486976,0.234258,4,0,1,10,0.0,0.850253,0,0,3,1,0,0,0.21854,0,0.560335
2,4,Next.js Advanced Full-Stack Development,1,Web Development,ADVANCED,react,219.99,279.99,21.4293,75,0.308318,83.6462,26,0,0,7,ADVANCED,80,211.69,0.486976,0.234258,4,2,0,5,8.3,0.960792,0,1,4,1,0,0,0.287414,0,0.628685
2,5,Data Analytics Professional Certificate,2,Data and AI,BEGINNER,data-science,129.99,199.99,35.0018,80,0.755471,99.125,12,4939000,49390,7,ADVANCED,80,211.69,0.486976,0.234258,4,0,2,0,0.0,0.614058,0,0,5,1,0,0,0.138285,0,0.434841
2,6,Machine Learning Engineering Masterclass,2,Data and AI,INTERMEDIATE,machine-learning,249.99,349.99,28.5722,130,0.813377,98.9688,16,18509000,185090,7,ADVANCED,80,211.69,0.486976,0.234258,4,2,1,50,38.3,0.819075,0,0,7,5,3,3,0.820133,1,0.924249
2,7,Deep Learning & NLP with Python,2,Data and AI,ADVANCED,deep-learning,299.99,399.99,25.0006,150,0.289859,98.5,1,0,0,7,ADVANCED,80,211.69,0.486976,0.234258,4,1,0,70,88.3,0.582881,0,1,4,0,0,1,0.148495,0,0.492479
2,9,AWS Solutions Architect Certification Prep,3,Cloud,INTERMEDIATE,aws,199.99,299.99,33.3344,70,0.308928,100.0,7,0,0,7,ADVANCED,80,211.69,0.486976,0.234258,4,0,1,10,0.0,0.944731,0,0,2,1,1,1,0.275468,0,0.559836
2,10,Microsoft Azure Fundamentals AZ-900,3,Cloud,BEGINNER,aws,99.99,149.99,33.3356,35,0.308928,100.0,7,0,0,7,ADVANCED,80,211.69,0.486976,0.234258,4,2,2,45,0.0,0.472342,0,0,1,1,0,0,0.066816,0,0.263131
2,11,Google Cloud Professional Architect Prep,3,Cloud,ADVANCED,aws,259.99,349.99,25.715,80,0.308928,100.0,7,0,0,7,ADVANCED,80,211.69,0.486976,0.234258,4,1,0,0,48.3,0.771836,0,1,8,3,1,0,0.298085,0,0.613797
2,12,CompTIA Security+ Certification Prep,4,Cybersecurity,BEGINNER,general,139.99,199.99,30.0015,60,0.346841,62.5,4,1100000,11000,7,ADVANCED,80,211.69,0.486976,0.234258,4,0,2,20,0.0,0.661297,0,0,1,0,0,0,0.061554,1,0.253681
2,13,Ethical Hacking & Penetration Testing,4,Cybersecurity,INTERMEDIATE,general,259.99,349.99,25.715,110,0.346841,62.5,4,1100000,11000,7,ADVANCED,80,211.69,0.486976,0.234258,4,0,1,30,48.3,0.771836,0,0,4,1,0,0,0.066904,0,0.220968
2,14,SOC Analyst & Incident Response Mastery,4,Cybersecurity,ADVANCED,general,299.99,399.99,25.0006,90,0.346841,62.5,4,1100000,11000,7,ADVANCED,80,211.69,0.486976,0.234258,4,1,0,10,88.3,0.582881,0,1,5,0,0,0,0.116137,0,0.308505
2,15,Flutter & Dart Mobile Development,5,Mobile Development,INTERMEDIATE,react,199.99,279.99,28.5724,85,0.308318,83.6462,26,0,0,7,ADVANCED,80,211.69,0.486976,0.234258,4,0,1,5,0.0,0.944731,0,0,0,1,0,0,0.122668,1,0.385212
2,16,iOS App Development with Swift,5,Mobile Development,INTERMEDIATE,react,219.99,299.99,26.6676,100,0.308318,83.6462,26,0,0,7,ADVANCED,80,211.69,0.486976,0.234258,4,0,1,20,8.3,0.960792,0,0,1,0,0,0,0.091331,0,0.30837
2,17,React Native Cross-Platform Development,5,Mobile Development,INTERMEDIATE,react,179.99,249.99,28.0011,70,0.308318,83.6462,26,0,0,7,ADVANCED,80,211.69,0.486976,0.234258,4,0,1,10,0.0,0.850253,0,0,4,0,0,0,0.09326,0,0.309117
2,18,Business Strategy & Planning Fundamentals,6,Business,BEGINNER,general,129.99,199.99,35.0018,40,0.346841,62.5,4,1100000,11000,7,ADVANCED,80,211.69,0.486976,0.234258,4,1,2,40,0.0,0.614058,0,0,5,2,1,1,0.196036,0,0.505289
2,19,Project Management Professional (PMP) Prep,6,Business,INTERMEDIATE,general,179.99,249.99,28.0011,65,0.346841,62.5,4,1100000,11000,7,ADVANCED,80,211.69,0.486976,0.234258,4,0,1,15,0.0,0.850253,0,0,2,0,0,0,0.095137,0,0.304867
2,20,MBA Essentials - Business Leadership Track,6,Business,ADVANCED,general,349.99,499.99,30.0006,120,0.346841,62.5,4,1100000,11000,7,ADVANCED,80,211.69,0.486976,0.234258,4,0,0,40,138.3,0.346686,0,1,3,0,1,0,0.068539,0,0.161817
2,21,Digital Marketing Complete Guide,7,Marketing,BEGINNER,general,169.99,249.99,32.0013,50,0.346841,62.5,4,1100000,11000,7,ADVANCED,80,211.69,0.486976,0.234258,4,1,2,30,0.0,0.803014,1,0,8,4,0,0,0.307375,0,0.616983
2,22,Advanced SEO & Growth Marketing,7,Marketing,INTERMEDIATE,general,199.99,279.99,28.5724,60,0.346841,62.5,4,1100000,11000,7,ADVANCED,80,211.69,0.486976,0.234258,4,3,1,20,0.0,0.944731,1,0,6,3,0,0,0.426683,0,0.693586
2,23,Social Media Marketing Mastery,7,Marketing,BEGINNER,general,119.99,179.99,33.3352,40,0.346841,62.5,4,1100000,11000,7,ADVANCED,80,211.69,0.486976,0.234258,4,2,2,40,0.0,0.566819,1,0,7,5,0,2,0.652137,1,0.867985
2,24,UI/UX Design with Figma,8,Design,BEGINNER,general,169.99,249.99,32.0013,75,0.346841,62.5,4,1100000,11000,7,ADVANCED,80,211.69,0.486976,0.234258,4,0,2,5,0.0,0.803014,0,0,7,1,0,0,0.093433,0,0.329411
2,25,Advanced Product Design & Design Systems,8,Design,ADVANCED,general,239.99,329.99,27.2736,90,0.346841,62.5,4,1100000,11000,7,ADVANCED,80,211.69,0.486976,0.234258,4,0,0,10,28.3,0.866314,0,1,2,0,0,0,0.196949,0,0.468976
2,26,DevOps Engineering Bootcamp,9,DevOps,INTERMEDIATE,aws,229.99,319.99,28.1259,95,0.308928,100.0,7,0,0,7,ADVANCED,80,211.69,0.486976,0.234258,4,0,1,15,18.3,0.913553,0,0,3,1,0,0,0.100644,1,0.311882
2,27,Certified Kubernetes Administrator (CKA) Prep,9,DevOps,ADVANCED,aws,219.99,299.99,26.6676,70,0.308928,100.0,7,0,0,7,ADVANCED,80,211.69,0.486976,0.234258,4,0,0,10,8.3,0.960792,0,1,6,1,0,1,0.411766,0,0.727659
2,28,Site Reliability Engineering (SRE) Mastery,9,DevOps,ADVANCED,aws,259.99,349.99,25.715,80,0.308928,100.0,7,0,0,7,ADVANCED,80,211.69,0.486976,0.234258,4,0,0,0,48.3,0.771836,0,1,7,0,0,0,0.1589,0,0.410321
3,1,Frontend Web Development Bootcamp,1,Web Development,BEGINNER,react,99.99,149.99,33.3356,65,0.308318,83.6462,26,0,0,8,BEGINNER,58,165.64,0.582066,0.351878,1,0,0,7,0.0,0.603659,0,1,3,0,0,0,0.161782,0,0.495416
3,2,Full-Stack JavaScript Mastery,1,Web Development,INTERMEDIATE,react,199.99,299.99,33.3344,120,0.308318,83.6462,26,0,0,8,BEGINNER,58,165.64,0.582066,0.351878,1,0,1,62,34.35,0.792623,0,0,3,2,2,1,0.175018,0,0.369764
3,3,Python & Django Backend Development,1,Web Development,INTERMEDIATE,python,179.99,249.99,28.0011,90,0.930743,92.5306,49,169122000,1691220,8,BEGINNER,58,165.64,0.582066,0.351878,1,0,1,32,14.35,0.913366,0,0,4,1,0,1,0.278876,0,0.598798
3,4,Next.js Advanced Full-Stack Development,1,Web Development,ADVANCED,react,219.99,279.99,21.4293,75,0.308318,83.6462,26,0,0,8,BEGINNER,58,165.64,0.582066,0.351878,1,0,2,17,54.35,0.671879,0,0,2,1,0,0,0.033019,0,0.106991
3,5,Data Analytics Professional Certificate,2,Data and AI,BEGINNER,data-science,129.99,199.99,35.0018,80,0.755471,99.125,12,4939000,49390,8,BEGINNER,58,165.64,0.582066,0.351878,1,0,0,22,0.0,0.784774,0,1,2,2,1,1,0.585691,1,0.857141
3,6,Machine Learning Engineering Masterclass,2,Data and AI,INTERMEDIATE,machine-learning,249.99,349.99,28.5722,130,0.813377,98.9688,16,18509000,185090,8,BEGINNER,58,165.64,0.582066,0.351878,1,0,1,72,84.35,0.490763,0,0,5,2,0,1,0.109563,0,0.2376
3,7,Deep Learning & NLP with Python,2,Data and AI,ADVANCED,deep-learning,299.99,399.99,25.0006,150,0.289859,98.5,1,0,0,8,BEGINNER,58,165.64,0.582066,0.351878,1,0,2,92,134.35,0.188904,0,0,3,1,0,0,0.007993,0,0.040974
3,9,AWS Solutions Architect Certification Prep,3,Cloud,INTERMEDIATE,aws,199.99,299.99,33.3344,70,0.308928,100.0,7,0,0,8,BEGINNER,58,165.64,0.582066,0.351878,1,0,1,12,34.35,0.792623,0,0,2,0,0,0,0.063587,0,0.185393
3,10,Microsoft Azure Fundamentals AZ-900,3,Cloud,BEGINNER,aws,99.99,149.99,33.3356,35,0.308928,100.0,7,0,0,8,BEGINNER,58,165.64,0.582066,0.351878,1,0,0,23,0.0,0.603659,0,1,5,0,0,0,0.149287,0,0.471444
3,11,Google Cloud Professional Architect Prep,3,Cloud,ADVANCED,aws,259.99,349.99,25.715,80,0.308928,100.0,7,0,0,8,BEGINNER,58,165.64,0.582066,0.351878,1,0,2,22,94.35,0.430391,0,0,3,0,0,0,0.018104,0,0.056857
3,12,CompTIA Security+ Certification Prep,4,Cybersecurity,BEGINNER,general,139.99,199.99,30.0015,60,0.346841,62.5,4,1100000,11000,8,BEGINNER,58,165.64,0.582066,0.351878,1,1,0,2,0.0,0.845146,0,1,4,2,0,1,0.449159,0,0.812556
3,13,Ethical Hacking & Penetration Testing,4,Cybersecurity,INTERMEDIATE,general,259.99,349.99,25.715,110,0.346841,62.5,4,1100000,11000,8,BEGINNER,58,165.64,0.582066,0.351878,1,0,1,52,94.35,0.430391,0,0,3,2,0,0,0.028688,0,0.099024
3,14,SOC Analyst & Incident Response Mastery,4,Cybersecurity,ADVANCED,general,299.99,399.99,25.0006,90,0.346841,62.5,4,1100000,11000,8,BEGINNER,58,165.64,0.582066,0.351878,1,0,2,32,134.35,0.188904,0,0,3,0,1,0,0.012815,0,0.035163
3,15,Flutter & Dart Mobile Development,5,Mobile Development,INTERMEDIATE,react,199.99,279.99,28.5724,85,0.308318,83.6462,26,0,0,8,BEGINNER,58,165.64,0.582066,0.351878,1,1,1,27,34.35,0.792623,0,0,1,1,0,0,0.069139,0,0.228224
3,16,iOS App Development with Swift,5,Mobile Development,INTERMEDIATE,react,219.99,299.99,26.6676,100,0.308318,83.6462,26,0,0,8,BEGINNER,58,165.64,0.582066,0.351878,1,0,1,42,54.35,0.671879,0,0,3,1,0,0,0.042022,0,0.14961
3,17,React Native Cross-Platform Development,5,Mobile Development,INTERMEDIATE,react,179.99,249.99,28.0011,70,0.308318,83.6462,26,0,0,8,BEGINNER,58,165.64,0.582066,0.351878,1,1,1,12,14.35,0.913366,0,0,2,0,0,0,0.081636,0,0.262701
3,18,Business Strategy & Planning Fundamentals,6,Business,BEGINNER,general,129.99,199.99,35.0018,40,0.346841,62.5,4,1100000,11000,8,BEGINNER,58,165.64,0.582066,0.351878,1,0,0,18,0.0,0.784774,0,1,6,1,0,0,0.220721,0,0.573442
3,19,Project Management Professional (PMP) Prep,6,Business,INTERMEDIATE,general,179.99,249.99,28.0011,65,0.346841,62.5,4,1100000,11000,8,BEGINNER,58,165.64,0.582066,0.351878,1,0,1,7,14.35,0.913366,0,0,5,1,1,1,0.199677,0,0.464781
3,20,MBA Essentials - Business Leadership Track,6,Business,ADVANCED,general,349.99,499.99,30.0006,120,0.346841,62.5,4,1100000,11000,8,BEGINNER,58,165.64,0.582066,0.351878,1,1,2,62,184.35,0.0,0,0,4,0,0,0,0.006613,0,0.016249
3,21,Digital Marketing Complete Guide,7,Marketing,BEGINNER,general,169.99,249.99,32.0013,50,0.346841,62.5,4,1100000,11000,8,BEGINNER,58,165.64,0.582066,0.351878,1,0,0,8,4.35,0.973738,0,1,4,1,0,0,0.251449,0,0.550641
3,22,Advanced SEO & Growth Marketing,7,Marketing,INTERMEDIATE,general,199.99,279.99,28.5724,60,0.346841,62.5,4,1100000,11000,8,BEGINNER,58,165.64,0.582066,0.351878,1,0,1,2,34.35,0.792623,0,0,3,2,0,0,0.085646,0,0.214939
3,23,Social Media Marketing Mastery,7,Marketing,BEGINNER,general,119.99,179.99,33.3352,40,0.346841,62.5,4,1100000,11000,8,BEGINNER,58,165.64,0.582066,0.351878,1,0,0,18,0.0,0.724402,0,1,4,2,0,0,0.230372,0,0.543504
3,24,UI/UX Design with Figma,8,Design,BEGINNER,general,169.99,249.99,32.0013,75,0.346841,62.5,4,1100000,11000,8,BEGINNER,58,165.64,0.582066,0.351878,1,3,0,17,4.35,0.973738,1,1,9,5,1,1,0.858769,0,0.962262
3,25,Advanced Product Design & Design Systems,8,Design,ADVANCED,general,239.99,329.99,27.2736,90,0.346841,62.5,4,1100000,11000,8,BEGINNER,58,165.64,0.582066,0.351878,1,0,2,32,74.35,0.551135,1,0,3,1,0,0,0.072864,0,0.18618
3,26,DevOps Engineering Bootcamp,9,DevOps,INTERMEDIATE,aws,229.99,319.99,28.1259,95,0.308928,100.0,7,0,0,8,BEGINNER,58,165.64,0.582066,0.351878,1,0,1,37,64.35,0.611507,0,0,8,1,0,0,0.039405,1,0.1287
3,27,Certified Kubernetes Administrator (CKA) Prep,9,DevOps,ADVANCED,aws,219.99,299.99,26.6676,70,0.308928,100.0,7,0,0,8,BEGINNER,58,165.64,0.582066,0.351878,1,0,2,12,54.35,0.671879,0,0,1,0,0,0,0.032742,0,0.102538
3,28,Site Reliability Engineering (SRE) Mastery,9,DevOps,ADVANCED,aws,259.99,349.99,25.715,80,0.308928,100.0,7,0,0,8,BEGINNER,58,165.64,0.582066,0.351878,1,0,2,22,94.35,0.430391,0,0,5,0,0,0,0.018104,0,0.055696
4,1,Frontend Web Development Bootcamp,1,Web Development,BEGINNER,react,99.99,149.99,33.3356,65,0.308318,83.6462,26,0,0,2,ADVANCED,99,120.08,0.658879,0.460157,3,0,2,34,0.0,0.832695,0,0,6,3,0,1,0.186171,1,0.51656
4,2,Full-Stack JavaScript Mastery,1,Web Development,INTERMEDIATE,react,199.99,299.99,33.3344,120,0.308318,83.6462,26,0,0,2,ADVANCED,99,120.08,0.658879,0.460157,3,0,1,21,79.91,0.334527,0,0,6,2,0,0,0.044595,0,0.15744
4,3,Python & Django Backend Development,1,Web Development,INTERMEDIATE,python,179.99,249.99,28.0011,90,0.930743,92.5306,49,169122000,1691220,2,ADVANCED,99,120.08,0.658879,0.460157,3,0,1,9,59.91,0.501083,0,0,2,1,0,0,0.107006,0,0.35302
4,4,Next.js Advanced Full-Stack Development,1,Web Development,ADVANCED,react,219.99,279.99,21.4293,75,0.308318,83.6462,26,0,0,2,ADVANCED,99,120.08,0.658879,0.460157,3,0,0,24,99.91,0.167971,0,1,3,0,0,0,0.047901,0,0.173702
4,5,Data Analytics Professional Certificate,2,Data and AI,BEGINNER,data-science,129.99,199.99,35.0018,80,0.755471,99.125,12,4939000,49390,2,ADVANCED,99,120.08,0.658879,0.460157,3,0,2,19,9.91,0.917472,1,0,9,5,0,0,0.471464,0,0.796918
4,6,Machine Learning Engineering Masterclass,2,Data and AI,INTERMEDIATE,machine-learning,249.99,349.99,28.5722,130,0.813377,98.9688,16,18509000,185090,2,ADVANCED,99,120.08,0.658879,0.460157,3,2,1,31,129.91,0.0,1,0,8,3,0,1,0.248768,0,0.496196
4,7,Deep Learning & NLP with Python,2,Data and AI,ADVANCED,deep-learning,299.99,399.99,25.0006,150,0.289859,98.5,1,0,0,2,ADVANCED,99,120.08,0.658879,0.460157,3,3,0,51,179.91,0.0,1,1,2,0,0,0,0.082482,1,0.318838
4,9,AWS Solutions Architect Certification Prep,3,Cloud,INTERMEDIATE,aws,199.99,299.99,33.3344,70,0.308928,100.0,7,0,0,2,ADVANCED,99,120.08,0.658879,0.460157,3,0,1,29,79.91,0.334527,0,0,5,2,0,0,0.042628,0,0.145788
4,10,Microsoft Azure Fundamentals AZ-900,3,Cloud,BEGINNER,aws,99.99,149.99,33.3356,35,0.308928,100.0,7,0,0,2,ADVANCED,99,120.08,0.658879,0.460157,3,0,2,64,0.0,0.832695,0,0,5,2,0,1,0.140124,0,0.422628
4,11,Google Cloud Professional Architect Prep,3,Cloud,ADVANCED,aws,259.99,349.99,25.715,80,0.308928,100.0,7,0,0,2,ADVANCED,99,120.08,0.658879,0.460157,3,0,0,19,139.91,0.0,0,1,10,1,0,0,0.041292,0,0.143708
4,12,CompTIA Security+ Certification Prep,4,Cybersecurity,BEGINNER,general,139.99,199.99,30.0015,60,0.346841,62.5,4,1100000,11000,2,ADVANCED,99,120.08,0.658879,0.460157,3,0,2,39,19.91,0.834194,0,0,5,3,0,0,0.084902,0,0.319773
4,13,Ethical Hacking & Penetration Testing,4,Cybersecurity,INTERMEDIATE,general,259.99,349.99,25.715,110,0.346841,62.5,4,1100000,11000,2,ADVANCED,99,120.08,0.658879,0.460157,3,1,1,11,139.91,0.0,0,0,6,0,0,1,0.033708,0,0.122505
4,14,SOC Analyst & Incident Response Mastery,4,Cybersecurity,ADVANCED,general,299.99,399.99,25.0006,90,0.346841,62.5,4,1100000,11000,2,ADVANCED,99,120.08,0.658879,0.460157,3,0,0,9,179.91,0.0,0,1,2,0,0,0,0.030173,0,0.088265
4,15,Flutter & Dart Mobile Development,5,Mobile Development,INTERMEDIATE,react,199.99,279.99,28.5724,85,0.308318,83.6462,26,0,0,2,ADVANCED,99,120.08,0.658879,0.460157,3,0,1,14,79.91,0.334527,0,0,7,1,0,1,0.07096,0,0.247103
4,16,iOS App Development with Swift,5,Mobile Development,INTERMEDIATE,react,219.99,299.99,26.6676,100,0.308318,83.6462,26,0,0,2,ADVANCED,99,120.08,0.658879,0.460157,3,1,1,1,99.91,0.167971,0,0,5,2,0,0,0.036227,0,0.160135
4,17,React Native Cross-Platform Development,5,Mobile Development,INTERMEDIATE,react,179.99,249.99,28.0011,70,0.308318,83.6462,26,0,0,2,ADVANCED,99,120.08,0.658879,0.460157,3,1,1,29,59.91,0.501083,0,0,7,1,0,0,0.049644,0,0.184626
4,18,Business Strategy & Planning Fundamentals,6,Business,BEGINNER,general,129.99,199.99,35.0018,40,0.346841,62.5,4,1100000,11000,2,ADVANCED,99,120.08,0.658879,0.460157,3,0,2,59,9.91,0.917472,0,0,8,4,1,2,0.395101,1,0.710379
4,19,Project Management Professional (PMP) Prep,6,Business,INTERMEDIATE,general,179.99,249.99,28.0011,65,0.346841,62.5,4,1100000,11000,2,ADVANCED,99,120.08,0.658879,0.460157,3,0,1,34,59.91,0.501083,0,0,4,2,0,1,0.101564,0,0.313382
