platform,title,url,query,page,date_scraped,extraction_method,estimated_salary_boost,demand_level,roi_score,score_breakdown,skill_category,position,price,price_text,rating
Udemy,The Complete JavaScript Course 2025: From Zero to Expert!,https://www.udemy.com/course/the-complete-javascript-course/,javascript web development,1,2026-02-26T02:42:20.371849,fallback_html_parse,22000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript,,,,
Udemy,The Web Developer Bootcamp 2026,https://www.udemy.com/course/the-web-developer-bootcamp/,javascript web development,1,2026-02-26T02:42:20.372067,fallback_html_parse,,,75.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 25.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming,,,,
Udemy,JavaScript - The Complete Guide (Beginner + Advanced),https://www.udemy.com/course/javascript-the-complete-guide-2020-beginner-advanced/,javascript web development,1,2026-02-26T02:42:20.372283,fallback_html_parse,22000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript,,,,
Udemy,Web Development | HTML | CSS | JavaScript | jQuery | NodeJS,https://www.udemy.com/course/ui-technologies-indepth/,javascript web development,1,2026-02-26T02:42:20.372428,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript,,,,
Udemy,100 Days Of Code - Web Development Bootcamp,https://www.udemy.com/course/100-days-of-code-web-development-bootcamp/,javascript web development,1,2026-02-26T02:42:20.372532,fallback_html_parse,,,75.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 25.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming,,,,
Udemy,Learn Complete Modern Front-End Web Development Step-by-Step,https://www.udemy.com/course/front-end-web-development-complete-guide-step-by-step/,javascript web development,1,2026-02-26T02:42:20.372655,fallback_html_parse,,,50.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming,,,,
Udemy,Complete Full Stack Web Development Bootcamp - AI Integrated,https://www.udemy.com/course/complete-full-stack-web-development-bootcamp/,javascript web development,1,2026-02-26T02:42:20.372784,fallback_html_parse,,,95.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 45.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming,,,,
Udemy,100 Hours Web Development Bootcamp - Build 23 React Projects,https://www.udemy.com/course/the-web-dev-bootcamp/,javascript web development,1,2026-02-26T02:42:20.372928,fallback_html_parse,24000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 25.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",react,,,,
Udemy,Full Stack Web Development: Complete Web Development Course,https://www.udemy.com/course/full-stack-web-development-complete-web-development-course-o/,javascript web development,1,2026-02-26T02:42:20.373051,fallback_html_parse,,,50.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming,,,,
Udemy,"React, NodeJS, Express & MongoDB - The MERN Fullstack Guide",https://www.udemy.com/course/react-nodejs-express-mongodb-the-mern-fullstack-guide/,javascript web development,1,2026-02-26T02:42:20.373140,fallback_html_parse,24000.0,very_high,76.4,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",react,,,,
Udemy,"Web Development: HTML, CSS, JavaScript, Bootstrap, React JS",https://www.udemy.com/course/full-stack-web-development-html-css-javascript-bootstrap-react-js/,javascript web development,1,2026-02-26T02:42:20.373214,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript,,,,
Udemy,"Modern Web Development with JavaScript, jQuery & TypeScript",https://www.udemy.com/course/modern-web-development-with-javascript-jquery-typescript/,javascript web development,1,2026-02-26T02:42:20.373306,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript,,,,
Udemy,The Complete Full Stack Web Development Masterclass 2026,https://www.udemy.com/course/the-complete-full-stack-web-development-masterclass-2026/,javascript web development,1,2026-02-26T02:42:20.373380,fallback_html_parse,,,80.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming,,,,
Udemy,"Node.js, Express, MongoDB & More: The Complete Bootcamp",https://www.udemy.com/course/nodejs-express-mongodb-bootcamp/,javascript web development,2,2026-02-26T02:42:41.726574,fallback_html_parse,,,75.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 25.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",general,,,,
Udemy,The Complete Web Development Course - Build 15 Projects,https://www.udemy.com/course/complete-web-development-course/,javascript web development,2,2026-02-26T02:42:41.726693,fallback_html_parse,,,50.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming,,,,
Udemy,The Complete JavaScript Course | Zero to Hero in 2025,https://www.udemy.com/course/the-complete-javascript-course-zero-to-hero/,javascript web development,2,2026-02-26T02:42:41.726774,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript,,,,
Udemy,Full-Stack Web Development For Beginners,https://www.udemy.com/course/full-stack-web-development-for-beginners/,javascript web development,2,2026-02-26T02:42:41.726842,fallback_html_parse,,,50.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming,,,,
Udemy,Modern JavaScript From The Beginning 2.0 (Just Updated),https://www.udemy.com/course/modern-javascript-from-the-beginning/,javascript web development,2,2026-02-26T02:42:41.726935,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript,,,,
Udemy,Introduction To Website Development Technologies,https://www.udemy.com/course/introduction-to-website-development-technologies/,javascript web development,2,2026-02-26T02:42:41.727015,fallback_html_parse,,,50.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming,,,,
Udemy,Frontend web developer Modern HTML CSS JavaScript,https://www.udemy.com/course/web-design-html-css-js/,javascript web development,2,2026-02-26T02:42:41.727086,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript,,,,
Udemy,The Complete Front-End Web Development Course,https://www.udemy.com/course/front-end-web-development/,javascript web development,2,2026-02-26T02:42:41.727152,fallback_html_parse,,,50.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming,,,,
Udemy,"Become a Certified Web Developer: HTML, CSS and JavaScript",https://www.udemy.com/course/become-a-certified-web-developer/,javascript web development,2,2026-02-26T02:42:41.727223,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript,,,,
Udemy,The Complete LPI Web Development Essentials Exam Study Guide,https://www.udemy.com/course/complete-lpi-web-development-essentials-exam-study-guide/,javascript web development,2,2026-02-26T02:42:41.727286,fallback_html_parse,,,50.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming,,,,
Udemy,The HTML & CSS Bootcamp 2026 Edition,https://www.udemy.com/course/html-and-css-bootcamp/,javascript web development,2,2026-02-26T02:42:41.727356,fallback_html_parse,,,75.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 25.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",general,,,,
Udemy,Front End Web Development with Javascript HTML CSS Bootstrap,https://www.udemy.com/course/full-front-end-web-development-course/,javascript web development,2,2026-02-26T02:42:41.727435,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript,,,,
Udemy,"Web Development: HTML, CSS, JavaScript, Bootstrap, React JS",https://www.udemy.com/course/full-stack-web-development-html-css-javascript-bootstrap-react-js/,javascript web development,2,2026-02-26T02:42:41.727504,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript,,,,
Udemy,"Modern Web Development with JavaScript, jQuery & TypeScript",https://www.udemy.com/course/modern-web-development-with-javascript-jquery-typescript/,javascript web development,2,2026-02-26T02:42:41.727569,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript,,,,
Udemy,The Complete Full Stack Web Development Masterclass 2026,https://www.udemy.com/course/the-complete-full-stack-web-development-masterclass-2026/,javascript web development,2,2026-02-26T02:42:41.727641,fallback_html_parse,,,80.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming,,,,
Udemy,"The Ultimate React Course 2025: React, Next.js, Redux & MoreMaster modern React from beginner to advanced! Next.js, Context API, React Query, Redux, Tailwind, advanced patternsRating: 4.7 out of 525431 reviews84 total hours505 lecturesAll LevelsCurrent price: $9.99Original price: $59.99",https://www.udemy.com/course/the-ultimate-react-course/,react frontend,1,2026-02-26T02:43:12.783414,,24000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 50.0, 'engagement_score': 10.0, 'provider_score': 0.0, 'price_value_score': 18}",react,1.0,9.99,"The Ultimate React Course 2025: React, Next.js, Redux & MoreMaster modern React from beginner to advanced! Next.js, Context API, React Query, Redux, Tailwind, advanced patternsRating: 4.7 out of 525431 reviews84 total hours505 lecturesAll LevelsCurrent price: $9.99Original price: $59.99Master modern React from beginner to advanced! Next.js, Context API, React Query, Redux, Tailwind, advanced patternsInstructor:Jonas SchmedtmannRating: 4.7 out of 54.7(25,431)84 total hours505 lecturesAll LevelsCurrent price$9.99Original Price$59.99Bestseller",4.7
Udemy,"The Ultimate React Course 2025: React, Next.js, Redux & MoreMaster modern React from beginner to advanced! Next.js, Context API, React Query, Redux, Tailwind, advanced patternsRating: 4.7 out of 525431 reviews84 total hours505 lecturesAll LevelsCurrent price: $9.99Original price: $59.99",https://www.udemy.com/course/the-ultimate-react-course/,react frontend,1,2026-02-26T02:43:12.794456,,24000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 50.0, 'engagement_score': 10.0, 'provider_score': 0.0, 'price_value_score': 18}",react,3.0,9.99,"The Ultimate React Course 2025: React, Next.js, Redux & MoreMaster modern React from beginner to advanced! Next.js, Context API, React Query, Redux, Tailwind, advanced patternsRating: 4.7 out of 525431 reviews84 total hours505 lecturesAll LevelsCurrent price: $9.99Original price: $59.99Master modern React from beginner to advanced! Next.js, Context API, React Query, Redux, Tailwind, advanced patternsInstructor:Jonas SchmedtmannRating: 4.7 out of 54.7(25,431)84 total hours505 lecturesAll LevelsCurrent price$9.99Original Price$59.99Bestseller",4.7
Udemy,"The Ultimate React Course 2025: React, Next.js, Redux & MoreMaster modern React from beginner to advanced! Next.js, Context API, React Query, Redux, Tailwind, advanced patternsRating: 4.7 out of 525431 reviews84 total hours505 lecturesAll LevelsCurrent price: $9.99Original price: $59.99",https://www.udemy.com/course/the-ultimate-react-course/,react frontend,1,2026-02-26T02:43:12.798970,,24000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 50.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",react,4.0,,,
Udemy,"React JS Masterclass: Zero To Job Ready With 10 ProjectsBecome React Developer: React Core, Hooks, APIs,Routing, Context, Reducers, Redux, Firebase, Tailwind, Deployment & MoreRating: 4.6 out of 52261 reviews35 total hours203 lecturesAll LevelsCurrent price: $9.99Original price: $59.99",https://www.udemy.com/course/complete-reactjs-masterclass/,react frontend,2,2026-02-26T02:43:36.390027,,24000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 50.0, 'engagement_score': 8.0, 'provider_score': 0.0, 'price_value_score': 18}",react,1.0,9.99,"React JS Masterclass: Zero To Job Ready With 10 ProjectsBecome React Developer: React Core, Hooks, APIs,Routing, Context, Reducers, Redux, Firebase, Tailwind, Deployment & MoreRating: 4.6 out of 52261 reviews35 total hours203 lecturesAll LevelsCurrent price: $9.99Original price: $59.99Become React Developer: React Core, Hooks, APIs,Routing, Context, Reducers, Redux, Firebase, Tailwind, Deployment & MoreInstructor:Shubham SardaRating: 4.6 out of 54.6(2,261)35 total hours203 lecturesAll LevelsCurrent price$9.99Original Price$59.99Bestseller",4.6
