platform,title,url,query,page,date_scraped,extraction_method,estimated_salary_boost,demand_level,roi_score,score_breakdown,skill_category
Udemy,Python Programming Bootcamp,https://www.udemy.com/course/ultimate-python-tutorial/,python programming,1,2026-02-26T08:49:21.018227,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 25.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Complete Python Programming Masterclass Beginner to Advanced,https://www.udemy.com/course/complete-python-programming-masterclass-beginner-to-advanced/,python programming,1,2026-02-26T08:49:21.018303,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,PYTHON PROGRAMMING: Python From Basics to Data Analysis,https://www.udemy.com/course/python-programming-from-basics-to-data-analysis-x/,python programming,1,2026-02-26T08:49:21.018371,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python Programming Zero to Hero: Learn Python Step by Step,https://www.udemy.com/course/python-programming-zero-to-hero-learn-python-step-by-step/,python programming,1,2026-02-26T08:49:21.018445,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python Programming Course | From Basics to Real-World Skills,https://www.udemy.com/course/python-programming-course-from-basics-to-real-world-skills/,python programming,1,2026-02-26T08:49:21.018521,fallback_html_parse,25000.0,very_high,96.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 18.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python PCAP: Pass Certified Associate in Python Programming,https://www.udemy.com/course/python-pcap/,python programming,2,2026-02-26T08:49:56.697696,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Learn Python & Ethical Hacking From Scratch,https://www.udemy.com/course/learn-python-and-ethical-hacking-from-scratch/,python programming,2,2026-02-26T08:49:56.698019,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Learn Playwright with Python (Web & API Automation),https://www.udemy.com/course/learn-playwright-with-python-web-api-automation/,python programming,2,2026-02-26T08:49:56.698102,fallback_html_parse,25000.0,very_high,98.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 20.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python Programming for Beginners: Learn to Code with Python,https://www.udemy.com/course/python-programming-for-beginners-learn-to-code-with-python/,python programming,2,2026-02-26T08:49:56.698188,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python Programming: Beginner to Professional Complete Course,https://www.udemy.com/course/python-programming-complete-course/,python programming,2,2026-02-26T08:49:56.698267,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Learn Python Programming,https://www.udemy.com/course/learn-python-programming-python-3/,python programming,2,2026-02-26T08:49:56.698344,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python for Beginners: Learn Python Programming (Python 3),https://www.udemy.com/course/python-programming-projects/,python programming,2,2026-02-26T08:49:56.698420,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,The Complete Guide To Mastering Python,https://www.udemy.com/course/the-complete-guide-to-mastering-modern-python/,python programming,2,2026-02-26T08:49:56.698498,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,100+ Exercises - Advanced Python Programming,https://www.udemy.com/course/advanced-exercises-python-programming/,python programming,2,2026-02-26T08:49:56.698577,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python Programming for AWS - Learn Python with AWS and Boto3,https://www.udemy.com/course/python-programming-for-aws-with-boto3/,python programming,2,2026-02-26T08:49:56.698654,fallback_html_parse,25000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python Programming - Foundation Course for Data Engineers,https://www.udemy.com/course/python-foundation-course/,python programming,2,2026-02-26T08:49:56.698735,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python Programming for Beginners and Kids - Anyone Can Code,https://www.udemy.com/course/python-for-beginners-anyone-can-code/,python programming,2,2026-02-26T08:49:56.698831,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,PYTHON PROGRAMMING: Python From Basics to Data Analysis,https://www.udemy.com/course/python-programming-from-basics-to-data-analysis-x/,python programming,2,2026-02-26T08:49:56.698904,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python Programming Zero to Hero: Learn Python Step by Step,https://www.udemy.com/course/python-programming-zero-to-hero-learn-python-step-by-step/,python programming,2,2026-02-26T08:49:56.698974,fallback_html_parse,25000.0,very_high,78.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,Python Programming Course | From Basics to Real-World Skills,https://www.udemy.com/course/python-programming-course-from-basics-to-real-world-skills/,python programming,2,2026-02-26T08:49:56.699049,fallback_html_parse,25000.0,very_high,96.5,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 28.5, 'keyword_score': 18.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",python
Udemy,The Complete Full-Stack Web Development Bootcamp,https://www.udemy.com/course/the-complete-web-development-bootcamp/,javascript web development,1,2026-02-26T08:50:50.968804,fallback_html_parse,,,75.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 25.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
Udemy,Complete web development course,https://www.udemy.com/course/web-dev-master/,javascript web development,1,2026-02-26T08:50:50.968983,fallback_html_parse,,,50.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
Udemy,The Complete JavaScript Course 2025: From Zero to Expert!,https://www.udemy.com/course/the-complete-javascript-course/,javascript web development,1,2026-02-26T08:50:50.969091,fallback_html_parse,22000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript
Udemy,The Web Developer Bootcamp 2026,https://www.udemy.com/course/the-web-developer-bootcamp/,javascript web development,1,2026-02-26T08:50:50.969225,fallback_html_parse,,,75.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 25.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
Udemy,JavaScript - The Complete Guide (Beginner + Advanced),https://www.udemy.com/course/javascript-the-complete-guide-2020-beginner-advanced/,javascript web development,1,2026-02-26T08:50:50.969324,fallback_html_parse,22000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript
Udemy,Web Development | HTML | CSS | JavaScript | jQuery | NodeJS,https://www.udemy.com/course/ui-technologies-indepth/,javascript web development,1,2026-02-26T08:50:50.969414,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript
Udemy,100 Days Of Code - Web Development Bootcamp,https://www.udemy.com/course/100-days-of-code-web-development-bootcamp/,javascript web development,1,2026-02-26T08:50:50.969504,fallback_html_parse,,,75.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 25.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
Udemy,Learn Complete Modern Front-End Web Development Step-by-Step,https://www.udemy.com/course/front-end-web-development-complete-guide-step-by-step/,javascript web development,1,2026-02-26T08:50:50.969599,fallback_html_parse,,,50.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
Udemy,Complete Full Stack Web Development Bootcamp - AI Integrated,https://www.udemy.com/course/complete-full-stack-web-development-bootcamp/,javascript web development,1,2026-02-26T08:50:50.969682,fallback_html_parse,,,95.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 45.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
Udemy,100 Hours Web Development Bootcamp - Build 23 React Projects,https://www.udemy.com/course/the-web-dev-bootcamp/,javascript web development,1,2026-02-26T08:50:50.969768,fallback_html_parse,24000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 25.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",react
Udemy,Full Stack Web Development: Complete Web Development Course,https://www.udemy.com/course/full-stack-web-development-complete-web-development-course-o/,javascript web development,1,2026-02-26T08:50:50.969847,fallback_html_parse,,,50.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
Udemy,"React, NodeJS, Express & MongoDB - The MERN Fullstack Guide",https://www.udemy.com/course/react-nodejs-express-mongodb-the-mern-fullstack-guide/,javascript web development,1,2026-02-26T08:50:50.969933,fallback_html_parse,24000.0,very_high,76.4,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",react
Udemy,"Web Development: HTML, CSS, JavaScript, Bootstrap, React JS",https://www.udemy.com/course/full-stack-web-development-html-css-javascript-bootstrap-react-js/,javascript web development,1,2026-02-26T08:50:50.970027,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript
Udemy,"Modern Web Development with JavaScript, jQuery & TypeScript",https://www.udemy.com/course/modern-web-development-with-javascript-jquery-typescript/,javascript web development,1,2026-02-26T08:50:50.970103,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript
Udemy,The Complete Full Stack Web Development Masterclass 2026,https://www.udemy.com/course/the-complete-full-stack-web-development-masterclass-2026/,javascript web development,1,2026-02-26T08:50:50.970178,fallback_html_parse,,,80.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
Udemy,The Complete Web Development Course - Build 15 Projects,https://www.udemy.com/course/complete-web-development-course/,javascript web development,2,2026-02-26T08:51:33.182219,fallback_html_parse,,,50.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
Udemy,The Complete JavaScript Course | Zero to Hero in 2025,https://www.udemy.com/course/the-complete-javascript-course-zero-to-hero/,javascript web development,2,2026-02-26T08:51:33.182425,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript
Udemy,Full-Stack Web Development For Beginners,https://www.udemy.com/course/full-stack-web-development-for-beginners/,javascript web development,2,2026-02-26T08:51:33.182521,fallback_html_parse,,,50.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
Udemy,"Node.js, Express, MongoDB & More: The Complete Bootcamp",https://www.udemy.com/course/nodejs-express-mongodb-bootcamp/,javascript web development,2,2026-02-26T08:51:33.182615,fallback_html_parse,,,75.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 25.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",general
Udemy,Modern JavaScript From The Beginning 2.0 (Just Updated),https://www.udemy.com/course/modern-javascript-from-the-beginning/,javascript web development,2,2026-02-26T08:51:33.182729,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript
Udemy,Introduction To Website Development Technologies,https://www.udemy.com/course/introduction-to-website-development-technologies/,javascript web development,2,2026-02-26T08:51:33.182818,fallback_html_parse,,,50.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
Udemy,Frontend web developer Modern HTML CSS JavaScript,https://www.udemy.com/course/web-design-html-css-js/,javascript web development,2,2026-02-26T08:51:33.182931,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript
Udemy,The Complete Front-End Web Development Course,https://www.udemy.com/course/front-end-web-development/,javascript web development,2,2026-02-26T08:51:33.183019,fallback_html_parse,,,50.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
Udemy,"Become a Certified Web Developer: HTML, CSS and JavaScript",https://www.udemy.com/course/become-a-certified-web-developer/,javascript web development,2,2026-02-26T08:51:33.183111,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript
Udemy,The Complete LPI Web Development Essentials Exam Study Guide,https://www.udemy.com/course/complete-lpi-web-development-essentials-exam-study-guide/,javascript web development,2,2026-02-26T08:51:33.183199,fallback_html_parse,,,50.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
Udemy,The HTML & CSS Bootcamp 2026 Edition,https://www.udemy.com/course/html-and-css-bootcamp/,javascript web development,2,2026-02-26T08:51:33.183305,fallback_html_parse,,,75.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 25.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",general
Udemy,Front End Web Development with Javascript HTML CSS Bootstrap,https://www.udemy.com/course/full-front-end-web-development-course/,javascript web development,2,2026-02-26T08:51:33.183385,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript
Udemy,"Web Development: HTML, CSS, JavaScript, Bootstrap, React JS",https://www.udemy.com/course/full-stack-web-development-html-css-javascript-bootstrap-react-js/,javascript web development,2,2026-02-26T08:51:33.183459,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript
Udemy,"Modern Web Development with JavaScript, jQuery & TypeScript",https://www.udemy.com/course/modern-web-development-with-javascript-jquery-typescript/,javascript web development,2,2026-02-26T08:51:33.183553,fallback_html_parse,22000.0,very_high,77.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 27.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",javascript
Udemy,The Complete Full Stack Web Development Masterclass 2026,https://www.udemy.com/course/the-complete-full-stack-web-development-masterclass-2026/,javascript web development,2,2026-02-26T08:51:33.183627,fallback_html_parse,,,80.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 30.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
Udemy,Complete React and NextJS course with AI powered Projects,https://www.udemy.com/course/complete-react-and-nextjs-course-with-ai-powered-projects/,react frontend,1,2026-02-26T08:52:20.431519,fallback_html_parse,24000.0,very_high,96.4,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 20.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",react
Udemy,"The Ultimate React Course 2025: React, Next.js, Redux & More",https://www.udemy.com/course/the-ultimate-react-course/,react frontend,1,2026-02-26T08:52:20.431618,fallback_html_parse,24000.0,very_high,76.4,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",react
Udemy,"React - The Complete Guide (incl. Next.js, Redux)",https://www.udemy.com/course/react-the-complete-guide-incl-redux/,react frontend,1,2026-02-26T08:52:20.431691,fallback_html_parse,24000.0,very_high,76.4,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",react
Udemy,The Complete Full-Stack Web Development Bootcamp,https://www.udemy.com/course/the-complete-web-development-bootcamp/,react frontend,1,2026-02-26T08:52:20.431755,fallback_html_parse,,,75.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 25.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
Udemy,Modern React From The Beginning,https://www.udemy.com/course/modern-react-from-the-beginning/,react frontend,1,2026-02-26T08:52:20.431831,fallback_html_parse,24000.0,very_high,76.4,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",react
Udemy,React JS- Complete Guide for Frontend Web Development,https://www.udemy.com/course/react-js-a-complete-guide-for-frontend-web-development/,react frontend,1,2026-02-26T08:52:20.431893,fallback_html_parse,24000.0,very_high,76.4,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",react
Udemy,Microfrontends with React: A Complete Developer's Guide,https://www.udemy.com/course/microfrontend-course/,react frontend,1,2026-02-26T08:52:20.431969,fallback_html_parse,24000.0,very_high,76.4,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",react
Udemy,Complete web development course,https://www.udemy.com/course/web-dev-master/,react frontend,1,2026-02-26T08:52:20.432031,fallback_html_parse,,,50.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 0.0, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",programming
Udemy,React & TypeScript - The Practical Guide,https://www.udemy.com/course/react-typescript-the-practical-guide/,react frontend,1,2026-02-26T08:52:20.432137,fallback_html_parse,24000.0,very_high,94.4,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 18.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",react
Udemy,React Native - The Practical Guide,https://www.udemy.com/course/react-native-the-practical-guide/,react frontend,1,2026-02-26T08:52:20.432202,fallback_html_parse,24000.0,very_high,94.4,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 18.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",react
Udemy,Modern React with Redux,https://www.udemy.com/course/react-redux/,react frontend,1,2026-02-26T08:52:20.432279,fallback_html_parse,24000.0,very_high,76.4,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",react
Udemy,Next.js & React - The Complete Guide,https://www.udemy.com/course/nextjs-react-the-complete-guide/,react frontend,1,2026-02-26T08:52:20.432341,fallback_html_parse,24000.0,very_high,76.4,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 0.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",react
Udemy,100 Hours Web Development Bootcamp - Build 23 React Projects,https://www.udemy.com/course/the-web-dev-bootcamp/,react frontend,1,2026-02-26T08:52:20.432424,fallback_html_parse,24000.0,very_high,100.0,"{'base_score': 30.0, 'demand_score': 0.0, 'skill_category_score': 26.4, 'keyword_score': 25.0, 'engagement_score': 0.0, 'provider_score': 0.0, 'price_value_score': 20}",react
